FrameId	FrameMethodId	TimeSegmentId	ActualsOffset	CycleNumber	FirstNonzeroDriftBin	FragClass	FragEnergy	FrameBaseAbund	FrameBaseDriftBin	FrameBaseMsBin	FrameScanTime	FrameSpecAbundLimit	FrameTic	ImsField	ImsPressure	ImsTemperature	ImsTrapTime	IsolationStartMz	IsolationMz	IsolationEndMz	LastNonzeroDriftBin	MassCalOffset	NumTransients
1	1	1	0	1	1	1	NaN	2005	215	59159	0.0568	NaN	3985939	10.8664868614091	3.95406246185303	27.25	20000	NaN	NaN	NaN	750	0	11
2	1	1	0	2	1	1	NaN	2264	221	78460	0.0732666666666667	NaN	3560355	10.8664868614091	3.95406246185303	27.25	20000	NaN	NaN	NaN	750	0	11
3	1	1	0	3	1	1	NaN	2420	235	77998	0.0897333333333333	NaN	3646864	10.8664868614091	3.95406246185303	27.25	20000	NaN	NaN	NaN	750	0	11
4	1	1	0	4	1	1	NaN	2837	216	59159	0.106216666666667	NaN	3664365	10.8664868614091	3.95406246185303	27.25	20000	NaN	NaN	NaN	750	0	11
5	1	1	0	5	1	1	NaN	2169	254	96231	0.122683333333333	NaN	3253755	10.8664868614091	3.95406246185303	27.25	20000	NaN	NaN	NaN	750	0	11
6	1	1	0	6	1	1	NaN	2377	221	78460	0.13915	NaN	3454013	10.8664868614091	3.95406246185303	27.25	20000	NaN	NaN	NaN	750	0	11
7	1	1	0	7	1	1	NaN	2351	234	77998	0.155616666666667	NaN	3598253	10.8664868614091	3.95406246185303	27.25	20000	NaN	NaN	NaN	750	0	11
8	1	1	0	8	1	1	NaN	2266	215	59159	0.172083333333333	NaN	3104801	10.8664868614091	3.95406246185303	27.25	20000	NaN	NaN	NaN	750	0	11
9	1	1	0	9	1	1	NaN	1862	215	59159	0.188566666666667	NaN	3187810	10.8664868614091	3.95406246185303	27.25	20000	NaN	NaN	NaN	750	0	11
10	1	1	0	10	1	1	NaN	2345	214	59159	0.205033333333333	NaN	3378579	10.8664868614091	3.95406246185303	27.25	20000	NaN	NaN	NaN	750	0	11
11	1	1	0	11	1	1	NaN	2040	214	59159	0.2215	NaN	3159870	10.8664868614091	3.95406246185303	27.25	20000	NaN	NaN	NaN	750	0	11
12	1	1	0	12	1	1	NaN	2483	215	59159	0.237966666666667	NaN	3101200	10.8664868614091	3.95406246185303	27.25	20000	NaN	NaN	NaN	750	0	11
13	1	1	0	13	1	1	NaN	2619	222	78460	0.254766666666667	NaN	3188940	10.8664868614091	3.95499992370605	27.25	20000	NaN	NaN	NaN	750	0	11
14	1	1	0	14	1	1	NaN	2365	216	59159	0.271233333333333	NaN	3294721	10.8664868614091	3.95499992370605	27.25	20000	NaN	NaN	NaN	750	0	11
15	1	1	0	15	1	1	NaN	1908	291	112644	0.287716666666667	NaN	3028676	10.8664868614091	3.95499992370605	27.25	20000	NaN	NaN	NaN	750	0	11
16	1	1	0	16	1	1	NaN	2743	234	77998	0.304183333333333	NaN	3134736	10.8664868614091	3.95499992370605	27.25	20000	NaN	NaN	NaN	750	0	11
17	1	1	0	17	1	1	NaN	1689	290	112644	0.32065	NaN	3140159	10.8664868614091	3.95499992370605	27.25	20000	NaN	NaN	NaN	750	0	11
18	1	1	0	18	1	1	NaN	2569	215	59159	0.337116666666667	NaN	2962111	10.8664868614091	3.95499992370605	27.25	20000	NaN	NaN	NaN	750	0	11
19	1	1	0	19	1	1	NaN	2453	216	59159	0.353583333333333	NaN	2941287	10.8664868614091	3.95499992370605	27.25	20000	NaN	NaN	NaN	750	0	11
20	1	1	0	20	1	1	NaN	1975	214	59158	0.370066666666667	NaN	2859775	10.8664868614091	3.95499992370605	27.25	20000	NaN	NaN	NaN	750	0	11
21	1	1	0	21	1	1	NaN	2303	322	123174	0.386533333333333	NaN	3219089	10.8664868614091	3.95499992370605	27.25	20000	NaN	NaN	NaN	750	0	11
22	1	1	0	22	1	1	NaN	1803	214	59159	0.403	NaN	2838932	10.8664868614091	3.95499992370605	27.25	20000	NaN	NaN	NaN	750	0	11
23	1	1	0	23	1	1	NaN	1998	253	96231	0.419466666666667	NaN	3383815	10.8664868614091	3.95499992370605	27.25	20000	NaN	NaN	NaN	750	0	11
24	1	1	0	24	1	1	NaN	2052	214	59159	0.435933333333333	NaN	2888040	10.8664868614091	3.95499992370605	27.25	20000	NaN	NaN	NaN	750	0	11
